OBJECTID,FID2,NUMBER,LATITUDE,LONGITUDE,SITEATS,CITY_SITE,FACING,AREA,ADVERTISER
2875,3061,LA-3062,34.05292,-118.32385,NB  Crenshaw  NS  Country Club -SE,L.A. South,West,CD-10,MOM L.A.
2876,3065,LA-3066,34.05439,-118.32332,SB  Crenshaw  FS  Olympic -SW,L.A. South,East,CD-10,MOM L.A.
2877,3076,LA-3077,34.04034,-118.33062,NB  Crenshaw  FS  Washington -NE,L.A. South,South,CD-10,MOM L.A.
2878,3083,LA-3084,34.0513,-118.3668,SB  Fairfax  FS  Pico -SW,L.A. South,East,CD-10,MOM L.A.
2879,3089,LA-3090,34.04763,-118.32334,NB  Irolo  FS  7th St. -NE,L.A. South,South,CD-10,MOM L.A.
2880,1628,LA-1629,34.07606,-118.34838,EB  Beverly Dr  FS  Poinsettia -SE,L.A. Central,West,CD-05,MOM L.A.
2881,1633,LA-1634,34.05683,-118.39644,NB  Beverly Dr  NS  Whitworth -SE,L.A. South,West,CD-05,MOM L.A.
2882,1634,LA-1635,34.06394,-118.42696,NB  Beverly Glen  NS  Devon -SE,L.A. Central,West,CD-05,MOM L.A.
2883,1644,LA-1645,34.17155,-118.42261,EB  Burbank  FS  Fulton -SE,L.A. Valley West,West,CD-05,MOM L.A.
2884,1656,LA-1657,34.0588,-118.4211,SB  Century Park West  FS  Santa Monica -SW,L.A. South,East,CD-05,MOM L.A.
2885,1676,LA-1677,34.06029,-118.41391,WB  Constellation  FS  Century Park East -NW,L.A. Central,North,CD-05,MOM L.A.
2886,1678,LA-1679,34.09777,-118.36562,NB  Cresent Heights  NS  Sunset -SE,L.A. Central,West,CD-05,Roy C. Thornton
2887,1686,LA-1687,34.06844,-118.36148,SB  Fairfax  NS  Drexel -NW,L.A. Central,North,CD-05,MOM L.A.
2888,1689,LA-1690,34.08347,-118.36133,NB  Fairfax  NS  Melrose -SE,L.A. Central,West,CD-05,MOM L.A.
2889,1711,LA-1712,34.074,-118.38172,NB  George Burns  FS  3rd Street -NE,L.A. Central,South,CD-05,MOM L.A.
2890,1712,LA-1713,34.07398,-118.38171,NB  George Burns  FS  3rd Street -NE,L.A. Central,South,CD-05,MOM L.A.
2891,1716,LA-1717,34.07521,-118.38079,EB  Gracie Allen  FS  George Burns -SE,L.A. Central,West,CD-05,MOM L.A.
2892,1768,LA-1769,34.07068,-118.3765,SB  La Cienega  FS  Colgate -SW,L.A. Central,East,CD-05,MOM L.A.
2893,1787,LA-1788,34.17186,-118.39639,SB  Laurel Canyon  FS  Burbank -SW,L.A. Valley East,East,CD-05,Simon Mills
2894,1789,LA-1790,34.16508,-118.39659,SB  Laurel Canyon  NS  Magnolia -NW,L.A. Valley East,North,CD-05,Apollo
2895,1818,LA-1819,34.08336,-118.34445,EB  Melrose  NS  La Brea -SW,L.A. Central,East,CD-05,Tofer & Ass
2896,1834,LA-1835,34.15048,-118.42294,EB  Moorpark  FS  Hazeltine -SE,L.A. Valley West,West,CD-05,MOM L.A.
2897,1843,LA-1844,34.02775,-118.40969,SB  Motor  NS  Woodbine -NW,L.A. South,North,CD-05,MOM L.A.
2898,1854,LA-1855,34.03013,-118.40283,WB  National  NS  Manning -NE,L.A. South,South,CD-05,Ben Lee
2899,1856,LA-1857,34.0291,-118.41102,WB  National  FS  Motor -NW,L.A. South,North,CD-05,Ben Lee
2900,1892,LA-1893,34.05517,-118.39554,EB  Pico  NS  Beverly -SW,L.A. Central,East,CD-05,Jeremy Ives
2901,1900,LA-1901,34.05251,-118.37243,EB  Pico  NS  Cresent Heights -SW,L.A. Central,East,CD-05,MOM L.A.
2902,1901,LA-1902,34.05517,-118.39011,EB  Pico  NS  Doheny -SW,L.A. Central,East,CD-05,Sharon Fiedler
2903,1910,LA-1911,34.04848,-118.4134,WB  Pico  FS  Fox Hills -NW,L.A. South,North,CD-05,MOM L.A.
2904,1939,LA-1940,34.04383,-118.42119,EB  Pico  NS  Prosser -SW,L.A. South,East,CD-05,David & Terri Elston
2905,1941,LA-1942,34.05471,-118.38336,EB  Pico  FS  Robertson -SE,L.A. Central,West,CD-05,Jonathan Joel  Wallack
2906,1977,LA-1978,34.05901,-118.38375,SB  Robertson Blvd FS  Olympic -SW,L.A. South,East,CD-05,Amir Sole
2907,2016,LA-2017,34.049,-118.44039,WB Santa Monica FS Veteran-NW,L.A. South,North,CD-05,MOM L.A.
2908,2035,LA-2036,34.02718,-118.42833,NB Sepulveda  NS  National -SE,L.A. South,West,CD-05,MOM L.A.
2909,2036,LA-2037,34.02719,-118.42861,SB Sepulveda  FS National -SW,L.A. South,East,CD-05,MOM L.A.
2910,2068,LA-2069,34.15562,-118.479,EB  Ventura Blvd FS  Gloria -SE,L.A. Valley West,West,CD-05,MOM L.A.
2911,2127,LA-2128,34.04944,-118.43649,NB  Westwood  NS  Little Santa Monica -SE,L.A. South,West,CD-05,Tofer & Ass
2912,2139,LA-2140,34.04415,-118.43212,SB  Westwood  NS  Olympic -NW,L.A. South,North,CD-05,Ben Lee
2913,2141,LA-2142,34.03995,-118.42824,NB  Westwood  NS  Pico -SE,L.A. South,West,CD-05,David & Terri Elston
2914,2144,LA-2145,34.04047,-118.42881,SB  Westwood  NS  Pico -NW,L.A. South,North,CD-05,David & Terri Elston
2915,2149,LA-2150,34.05028,-118.43741,NB  Westwood  FS  Santa Monica -NE,L.A. South,South,CD-05,MOM L.A.
2916,2167,LA-2168,34.15769,-118.40617,SB  Whitsett  NS  Riverside -NW,L.A. Valley East,North,CD-05,MOM L.A.
2917,2193,LA-2194,34.23118,-118.4264,WB  Branford NS  Canterbury-NE,L.A. Valley East,South,CD-05,Enrique Sifuente
2918,2222,LA-2223,34.22204,-118.39645,NB  Laurel Canyon  FS  Roscoe -NE,L.A. Valley East,South,CD-06,New Star Active Wear
2919,2223,LA-2224,34.2213,-118.39665,SB  Laurel Canyon  FS  Roscoe -SW,L.A. Valley East,East,CD-06,MOM L.A.
2920,3948,LA-3949,34.25417,-118.50223,NB  Balboa  FS  Mayall -NE,L.A. South,South,CD-11,MOM L.A.
2921,3987,LA-3988,34.26139,-118.50221,NB  Balboa  FS  San Jose -NE,L.A. South,South,CD-12,MOM L.A.
2922,4014,LA-4015,34.18623,-118.50101,NB  Balboa  NS  Victory -SE,L.A. Valley West,West,CD-12,MOM L.A.
2923,4031,LA-4032,34.26476,-118.51575,EB  Chatsworth  NS  Encino -SW,L.A. South,East,CD-12,MOM L.A.
2924,4048,LA-4049,34.22448,-118.58864,EB  De Soto  NS  Chase -SW,L.A. Valley West,East,CD-12,MOM L.A.
2925,5274,LA-5275,33.96006,-118.3097,WB Manchester  FS  Western-NW,L.A. South Bay,North,CD-15,Billboard Connect
2926,5284,LA-5285,34.22434,-118.60611,SB Topanga Canyon NS Chase-NW,L.A. Valley West,North,CD-15,Catalina Paints
2927,5292,LA-5293,34.23526,-118.60495,SB Topanga Canyon FS Nordhoff-SW,L.A. Valley West,East,CD-15,The Shooting Range
2928,5302,LA-5303,34.19399,-118.60592,NB Topanga Canyon FS Vanowen-NE,L.A. Valley West,South,CD-15,Jeff Finer
2929,5316,LA-5317,34.25703,-118.53614,SB  Reseda Blvd FS Devonshire -SW,L.A. Valley West,East,CD-15,Tony Kim
2930,5319,LA-5320,34.23004,-118.36629,NB Sunland FS Glenoaks-NE,L.A. Valley East,South,CD-15,Carol Gallanes
2931,1654,LA-1655,34.05337,-118.4162,NB  Century Park West  FS  Olympic -NE,L.A. Central,South,CD-05,David & Terri Elston
2932,1661,LA-1662,34.16767,-118.40537,EB  Chandler  FS  Whitsett -SE,L.A. Valley East,West,CD-05,MOM L.A.
2933,1685,LA-1686,34.07576,-118.36134,NB  Fairfax  NS  Beverly -SE,L.A. Central,West,CD-05,MOM L.A.
2934,1739,LA-1740,34.07594,-118.34388,NB  La Brea  NS  Beverly -SE,L.A. Central,West,CD-05,Amir Sole
2935,1748,LA-1749,34.08044,-118.34416,SB  La Brea  NS  Rosewood -NW,L.A. Central,North,CD-05,MOM L.A.
2936,1764,LA-1765,34.07625,-118.37669,SB  La Cienega  NS  Beverly -NW,L.A. Central,North,CD-05,Tofer & Ass
2937,1770,LA-1771,34.0599,-118.37605,NB  La Cienega  FS  Olympic -NE,L.A. Central,South,CD-05,MOM L.A.
2938,1780,LA-1781,34.07178,-118.37659,SB  La Cienega  NS  San Vicente -NW,L.A. Central,North,CD-05,Luis Pezzini
2939,1791,LA-1792,34.158,-118.39671,SB  Laurel Canyon  NS  Riverside -NW,L.A. Valley East,North,CD-05,MOM L.A.
2940,1815,LA-1816,34.08361,-118.36922,EB  Melrose  NS  Harper -SW,L.A. Central,East,CD-05,Victor Kaminoff
2941,1825,LA-1826,34.0835,-118.34886,EB  Melrose  NS  Poinsettia -SW,L.A. Central,East,CD-05,MOM L.A.
2942,1839,LA-1840,34.02657,-118.40879,SB  Motor  NS  Palms -NW,L.A. South,North,CD-05,MOM L.A.
2943,1851,LA-1852,34.02965,-118.4227,EB  National  NS  Kelton -SW,L.A. South,East,CD-05,MOM L.A.
2944,1863,LA-1864,34.02602,-118.43218,WB  National  FS  Sawtelle -NW,L.A. South,North,CD-05,MOM L.A.
2945,1908,LA-1909,34.05127,-118.36618,EB  Pico  FS  Fairfax -SE,L.A. South,West,CD-05,MOM L.A.
2946,1935,LA-1936,34.04539,-118.41887,WB  Pico  NS  Patricia -NE,L.A. South,South,CD-05,Rory Posin
2947,1958,LA-1959,34.15772,-118.41409,EB  Riverside  NS  Coldwater Canyon -SW,L.A. Valley West,East,CD-05,Monty Iceman
2948,1968,LA-1969,34.07195,-118.38369,NB  Robertson Blvd FS  3rd Street -NE,L.A. Central,South,CD-05,Optical Outlook
2949,1972,LA-1973,34.07552,-118.38364,NB  Robertson Blvd FS  Alden Drive -NE,L.A. Central,South,CD-05,Kitson
2950,1986,LA-1987,34.07122,-118.37617,WB  San Vicente  NS  La Cienega -NE,L.A. Central,South,CD-05,Tofer & Ass
2951,1989,LA-1990,34.06781,-118.37413,NB  San Vicente  FS  Orlando -NE,L.A. Central,South,CD-05,MOM L.A.
2952,1993,LA-1994,34.06393,-118.37169,SB  San Vicente  FS  Wilshire -SW,L.A. Central,East,CD-05,MOM L.A.
2953,1995,LA-1996,34.06131,-118.41886,WB Santa Monica FS Ave. of Stars-NW,L.A. Central,North,CD-05,Optical Outlook
2954,2011,LA-2012,34.05154,-118.43316,WB Santa Monica FS Overland-NW,L.A. South,North,CD-05,Ron Wynn
2955,2029,LA-2030,34.04325,-118.44039,NB  Sepulveda  FS  La Grange -NE,L.A. South,South,CD-05,MOM L.A.
2956,2047,LA-2048,34.01943,-118.42222,NB  Sepulveda  FS  Palms -NE,L.A. South,South,CD-05,MOM L.A.
2957,2063,LA-2064,34.14602,-118.4186,WB  Ventura Blvd FS  Ethel -NW,L.A. Valley East,North,CD-05,Matt Epstein
2958,2081,LA-2082,34.15265,-118.45956,EB  Ventura Blvd NS  Lemona -SW,L.A. Valley West,East,CD-05,Neil Klemow
2959,2118,LA-2119,34.15606,-118.48343,EB  Ventura Blvd FS  Woodley -SE,L.A. Valley West,West,CD-05,Marilyn Bennett
2960,2121,LA-2122,34.14812,-118.43093,WB  Ventura Blvd NS  Woodman -NE,L.A. Valley West,South,CD-05,Gail Steinberg
2961,2147,LA-2148,34.05651,-118.44254,SB  Westwood  NS  Rochester -NW,L.A. Central,North,CD-05,MOM L.A.
2962,2158,LA-2159,34.16559,-118.51846,NB  White Oak  FS  Magnolia -NE,L.A. Valley West,South,CD-05,Amir Sole
2963,2159,LA-2160,34.16556,-118.51869,SB  White Oak  NS  Magnolia -NW,L.A. Valley West,North,CD-05,MOM L.A.
2964,2178,LA-2179,34.06402,-118.4324,WB  Wilshire  FS  Warner -NW,L.A. Central,North,CD-05,Judith Gottsfield
2965,2211,LA-2212,34.21553,-118.38766,NB  Lankershim  NS  Strathern -SE,L.A. Valley East,West,CD-05,MOM L.A.
2966,2215,LA-2216,34.22177,-118.3879,SB  Lankershim  FS  Tuxford -SW,L.A. Valley East,East,CD-05,Catalina Paints
2967,2228,LA-2229,34.21196,-118.3964,NB  Laurel Canyon  NS  Stagg -SE,L.A. Valley East,West,CD-06,MOM L.A.
2968,2232,LA-2233,34.23545,-118.434,WB  Nordhoff Wy  NS  Woodman-NE,L.A. Valley East,South,CD-06,MOM L.A.
2969,2233,LA-2234,34.23545,-118.434,WB  Nordhoff Wy  NS  Woodman-NE,L.A. Valley East,South,CD-06,Mission City Orthodontics
2970,2241,LA-2242,34.24703,-118.41904,EB  Osborne FS  Laurel Cyn-SE,L.A. Valley East,West,CD-06,Mission City Orthodontics
2971,2262,LA-2263,34.22171,-118.42855,WB  Roscoe  NS  Ventura Cyn -NE,L.A. Valley West,South,CD-06,MOM L.A.
2972,2283,LA-2284,34.25448,-118.40989,SB  San Fernando  NS  Osborne -NW,L.A. Valley East,North,CD-06,MOM L.A.
2973,2319,LA-2320,34.19355,-118.46637,SB  Sepulveda  FS  Vanowen -SW,L.A. Valley West,East,CD-06,MOM L.A.
2974,2326,LA-2327,34.20112,-118.43964,EB Sherman Way FS Hazeltine -SE,L.A. Valley West,West,CD-06,MOM L.A.
2975,2333,LA-2334,34.20135,-118.44033,WB  Sherman Way  FS  Hazeltine -NW,L.A. Valley West,North,CD-06,MOM L.A.
2976,2344,LA-2345,34.22475,-118.36563,NB  Sunland  NS  Nettleton -SE,L.A. Valley East,West,CD-06,MOM L.A.
2977,2346,LA-2347,34.22765,-118.36601,NB  Sunland  NS  Olinda -SE,L.A. Valley East,West,CD-06,MOM L.A.
2978,2351,LA-2352,34.23045,-118.37712,WB  Tuxford  FS  Bradley-NW,L.A. Valley East,North,CD-06,MOM L.A.
2979,5232,LA-5233,33.72489,-118.31117,NB  Western Ave @ Little Sister of the Sheatre -NE,L.A. Valley East,South,CD-15,MOM L.A.
2980,5236,LA-5237,33.72692,-118.31139,SB  Western Ave FS  Morse-SW,L.A. South Bay,East,CD-15,McNerney's Mortuary
2981,5325,LA-5326,34.18928,-118.6058,NB Topanga Canyon FS Kitt BT Vic-NE,L.A. Valley West,South,CD-15,Optical Outlook
2982,1617,LA-1618,34.07592,-118.37713,WB  Beverly Dr  FS  La Cienega -NW,L.A. Central,North,CD-05,MOM L.A.
2983,1636,LA-1637,34.05803,-118.42422,NB  Beverly Glen  FS  Santa Monica -NE,L.A. South,South,CD-05,MOM L.A.
2984,1639,LA-1640,34.16492,-118.41272,EB  Burbank  NS  Bellaire -SW,L.A. Valley West,East,CD-05,MOM L.A.
2985,1642,LA-1643,34.17224,-118.41855,EB  Burbank  NS  Ethel -SW,L.A. Valley West,East,CD-05,MOM L.A.
2986,1651,LA-1652,34.06016,-118.41332,NB  Century Park East  NS  Constellation -SE,L.A. Central,West,CD-05,MOM L.A.
2987,1665,LA-1666,34.16813,-118.4169,NB  Coldwater Canyon  NS  Chandler Bl. -SE,L.A. Valley West,West,CD-05,Neil Klemow
2988,1688,LA-1689,34.08353,-118.36157,SB  Fairfax  FS  Melrose -SW,L.A. Central,East,CD-05,MOM L.A.
2989,1699,LA-1700,34.05924,-118.36323,NB  Fairfax  FS  San Vicente -NE,L.A. Central,South,CD-05,MOM L.A.
2990,1727,LA-1728,34.07377,-118.34419,SB  La Brea  NS  1st St. -NW,L.A. Central,North,CD-05,MOM L.A.
2991,1730,LA-1731,34.07122,-118.34419,SB  La Brea  NS  2nd St. -NW,L.A. Central,North,CD-05,Diamond Foam & Fabrics
2992,1734,LA-1735,34.06915,-118.34413,SB  La Brea  NS  3rd Street -NW,L.A. Central,North,CD-05,Diamond Foam & Fabrics
2993,1774,LA-1775,34.05354,-118.37601,NB  La Cienega  FS  Pico -NE,L.A. Central,South,CD-05,MOM L.A.
2994,1804,LA-1805,34.1646,-118.40539,WB  Magnolia  NS  Whitsett -NE,L.A. Valley East,South,CD-05,Michael Barasch
2995,1806,LA-1807,34.1646,-118.40539,EB  Magnolia  NS  Whitsett -SW,L.A. Valley East,East,CD-05,Neil Klemow
2996,1808,LA-1809,34.08361,-118.36611,EB  Melrose  NS  Cresent Heights -SW,L.A. Central,East,CD-05,Victor Kaminoff
2997,1842,LA-1843,34.04713,-118.40842,SB  Motor  NS  Recreation Center -NW,L.A. South,North,CD-05,MOM L.A.
2998,1858,LA-1859,34.02907,-118.41085,EB  National  NS  Motor -SW,L.A. South,East,CD-05,David & Terri Elston
2999,1869,LA-1870,34.05894,-118.41194,WB  Olympic  NS  Century Park East -NE,L.A. Central,South,CD-05,MOM L.A.
3000,1880,LA-1881,34.04377,-118.43213,WB  Olympic  FS  Westwood -NW,L.A. South,North,CD-05,David & Terri Elston
3001,1913,LA-1914,34.05517,-118.39292,EB  Pico  FS  Glenville -SE,L.A. Central,West,CD-05,Jeremy Ives
3002,1915,LA-1916,34.05206,-118.36876,WB  Pico  NS  Hi Point -NE,L.A. Central,South,CD-05,MOM L.A.
3003,1920,LA-1921,34.05342,-118.37577,WB  Pico  NS  La Cienega -NE,L.A. Central,South,CD-05,MOM L.A.
3004,1967,LA-1968,34.04655,-118.38602,NB  Robertson Blvd NS  18th St. -SE,L.A. Central,West,CD-05,MOM L.A.
3005,1975,LA-1976,34.07503,-118.38386,SB  Robertson Blvd FS  Gracie Allen Dr-SW,L.A. Central,East,CD-05,MOM L.A.
3006,1992,LA-1993,34.06372,-118.37095,NB  San Vicente  NS  Wilshire -SE,L.A. Central,West,CD-05,MOM L.A.
3007,2014,LA-2015,34.05586,-118.4268,WB Santa Monica NS Thayer-NE,L.A. South,South,CD-05,MOM L.A.
3008,2032,LA-2033,34.02723,-118.42837,NB  Sepulveda  NS  National -SE,L.A. South,West,CD-05,MOM L.A.
3009,2041,LA-2042,34.07558,-118.46816,NB  Sepulveda  NS  Ovada Pl. -SE,L.A. Central,West,CD-05,James Respondek
3010,2064,LA-2065,34.1551,-118.47289,WB  Ventura Blvd FS  Firmament -NW,L.A. Valley West,North,CD-05,Neil Klemow
3011,2069,LA-2070,34.15563,-118.47904,EB  Ventura Blvd FS  Gloria -SE,L.A. Valley West,West,CD-05,Marilyn Bennett
3012,2086,LA-2087,34.1568,-118.48772,EB  Ventura Blvd FS  Libbit -SE,L.A. Valley West,West,CD-05,Marilyn Bennett
3013,2099,LA-2100,34.15448,-118.4695,WB  Ventura Blvd FS  Sherman Oaks -NW,L.A. Valley West,North,CD-05,MOM L.A.
3014,2106,LA-2107,34.15065,-118.44646,WB  Ventura Blvd FS  Tyrone -NW,L.A. Valley West,North,CD-05,Gail Steinberg
3015,2128,LA-2129,34.05182,-118.43864,NB  Westwood  NS  Massachusets -SE,L.A. South,West,CD-05,MOM L.A.
3016,2166,LA-2167,34.1646,-118.40539,SB  Whitsett  NS  Magnolia -NW,L.A. Valley East,North,CD-05,Zahava Gabay
3017,2188,LA-2189,34.19436,-118.50102,NB  Balboa  FS  Vanowen -NE,L.A. Valley West,South,CD-05,New Star Active Wear
3018,2244,LA-2245,34.17945,-118.4485,WB  Oxnard  NS  Van Nuys -NE,L.A. Valley West,South,CD-06,Melissa Lewkowicz
3019,2252,LA-2253,34.22174,-118.39687,WB  Roscoe  FS  Laurel Cyn -NW,L.A. Valley East,North,CD-06,William & Leticia Mere
3020,2315,LA-2316,34.22111,-118.46787,SB  Sepulveda  FS  Roscoe -SW,L.A. Valley West,East,CD-06,Catalina Paints
3021,2335,LA-2336,34.20114,-118.45769,EB  Sherman Way  NS  Kester -SW,L.A. Valley West,East,CD-06,MOM L.A.
3022,2340,LA-2341,34.2011,-118.44779,EB  Sherman Way  FS  Van Nuys -SE,L.A. Valley West,West,CD-06,Narcoticos Anonimos
3023,2365,LA-2366,34.22453,-118.44883,SB  Van Nuys Blvd FS Chase-SW,L.A. Valley West,East,CD-06,UPGrade Insurance Services
3024,2396,LA-2397,34.18659,-118.49275,WB  Victory  FS  Hayvenhurst -NW,L.A. Valley West,North,CD-06,MOM L.A.
3025,2405,LA-2406,34.18657,-118.44683,EB  Victory  NS  Sylmar -SW,L.A. Valley West,East,CD-06,Melissa Lewkowicz
3026,2408,LA-2409,34.18678,-118.44416,WB  Victory  NS  Tyrone -NE,L.A. Valley West,South,CD-06,MOM L.A.
3027,5223,LA-5224,33.7874,-118.3075,NB Western Ave FS Anaheim -NE,L.A. Valley East,South,CD-15,MOM L.A.
3028,5225,LA-5226,33.76667,-118.31042,NB Western Ave NS Ave Aprenda-SE,L.A. South Bay,West,CD-15,Ford Learning Academy
3029,5230,LA-5231,33.74992,-118.3091,NB  Western Ave NS  Crestwood-NE,L.A. South Bay,South,CD-15,Ford Learning Academy
3030,5248,LA-5249,33.73768,-118.30958,NB  Weymouth  NS  7th St. -SE,L.A. South Bay,West,CD-15,MOM L.A.
3031,5252,LA-5253,33.73429,-118.30962,NB  Weymouth  FS  Harbor View -NE,L.A. South Bay,South,CD-15,MOM L.A.
3032,5280,LA-5281,34.20129,-118.60583,NB Topanga Canyon FS Sherman Way -NE,L.A. Valley West,South,CD-15,Catalina Paints
3033,5305,LA-5306,34.0588,-118.24753,NB Hope  NS Temple-SE,L.A. East,West,CD-15,Melissa Lewkowicz
3034,1619,LA-1620,34.0761,-118.35125,EB  Beverly Dr  NS  Martel -SW,L.A. Central,East,CD-05,MOM L.A.
3035,1658,LA-1659,34.16843,-118.40223,WB  Chandler  FS  Corteen -NW,L.A. Valley East,North,CD-05,MOM L.A.
3036,1696,LA-1697,34.08037,-118.36139,NB  Fairfax  FS  Rosewood -NE,L.A. Central,South,CD-05,MOM L.A.
3037,1702,LA-1703,34.0394,-118.36953,SB  Fairfax  FS  Venice -SW,L.A. South,East,CD-05,MOM L.A.
3038,1743,LA-1744,34.07855,-118.34412,SB  La Brea  NS  Oakwood -NW,L.A. Central,North,CD-05,MOM L.A.
3039,1754,LA-1755,34.04473,-118.37699,SB  La Cienega  NS  18th St. -NW,L.A. Central,North,CD-05,MOM L.A.
3040,1760,LA-1761,34.07173,-118.37633,NB  La Cienega  NS - FS 4th St. -SE - NE,L.A. Central,West,CD-05,Tofer & Ass
3041,1766,LA-1767,34.07199,-118.37655,SB  La Cienega  NS  Burton-NW,L.A. Central,North,CD-05,MOM L.A.
3042,1794,LA-1795,34.16579,-118.41368,EB  Magnolia  FS  Coldwater Canyon -SE,L.A. Valley West,West,CD-05,Michelle Hirsch
3043,1850,LA-1851,34.02886,-118.42513,WB  National  NS  Coventry -NE,L.A. South,South,CD-05,MOM L.A.
3044,1852,LA-1853,34.02989,-118.42259,WB  National  NS  Kelton -NE,L.A. South,South,CD-05,MOM L.A.
3045,1873,LA-1874,34.0594,-118.37587,EB  Olympic  FS  La Cienega -SE,L.A. Central,West,CD-05,MOM L.A.
3046,1885,LA-1886,34.02637,-118.40891,WB  Palms  FS  Motor -NW,L.A. South,North,CD-05,MOM L.A.
3047,1933,LA-1934,34.04215,-118.42458,WB  Pico  NS  Overland -NE,L.A. South,South,CD-05,Rory Posin
3048,1955,LA-1956,34.04026,-118.42815,WB  Pico  NS  Westwood -NE,L.A. South,South,CD-05,David & Terri Elston
3049,1957,LA-1958,34.15772,-118.41409,EB  Riverside  NS  Coldwater Canyon -SW,L.A. Valley West,East,CD-05,Michael Barasch
3050,1973,LA-1974,34.07188,-118.3837,NB  Robertson Blvd NS  Burton Way -SE,L.A. Central,West,CD-05,Clinton Wade
3051,1979,LA-1980,34.04905,-118.38553,SB  Robertson Blvd NS  Airdrome St-NW,L.A. Central,North,CD-05,Jonathan Joel  Wallack
3052,1981,LA-1982,34.07118,-118.37618,NB  San Vicente NS  La Cienega -SE,L.A. Central,West,CD-05,MOM L.A.
3053,1984,LA-1985,34.06971,-118.37526,NB  San Vicente  FS  Drexel -NE,L.A. Central,South,CD-05,MOM L.A.
3054,2002,LA-2003,34.06313,-118.41622,WB Santa Monica NS Century Park East-NE,L.A. Central,South,CD-05,Tofer & Ass
3055,2013,LA-2014,34.05584,-118.42651,EB  Santa Monica FS Thayer-SE,L.A. South,West,CD-05,MOM L.A.
3056,2018,LA-2019,34.04882,-118.44035,EB  Santa Monica NS Veteran-SW,L.A. South,East,CD-05,MOM L.A.
3057,2020,LA-2021,34.0538,-118.42968,WB Santa Monica FS Westholme-NW,L.A. Central,North,CD-05,MOM L.A.
3058,2030,LA-2031,34.04323,-118.44036,NB  Sepulveda  FS  La Grange -NE,L.A. South,South,CD-05,MOM L.A.
3059,2078,LA-2079,34.15257,-118.45787,WB  Ventura Blvd FS  Kester -NW,L.A. Valley West,North,CD-05,David & Josephine
3060,2080,LA-2081,34.1521,-118.45619,EB  Ventura Blvd FS  Kester -SE,L.A. Valley West,West,CD-05,Monty Iceman
3061,2108,LA-2109,34.14575,-118.4181,EB  Ventura Blvd FS  Valley Vista -SE,L.A. Valley East,West,CD-05,Matt Epstein
3062,2142,LA-2143,34.03948,-118.42816,SB  Westwood  FS  Pico -SW,L.A. South,East,CD-05,Ben Lee
3063,2156,LA-2157,34.06255,-118.44376,WB  Weyburn  NS  Glendon -NE,L.A. Central,South,CD-05,MOM L.A.
3064,2204,LA-2205,34.22839,-118.38765,WB  Lankershim  NS  Pendleton -NE,L.A. Valley East,South,CD-05,MOM L.A.
3065,2249,LA-2250,34.22122,-118.48922,NB  Roscoe  NS  Gothic -SE,L.A. Valley West,West,CD-06,MOM L.A.
3066,2274,LA-2275,34.25405,-118.40922,SB  San Fernando NS  Osborne-SW,L.A. Valley East,East,CD-06,MOM L.A.
3067,2281,LA-2282,34.23619,-118.39033,NB  San Fernando NS  Wicks-SE,L.A. Valley East,West,CD-06,MOM L.A.
3068,2284,LA-2285,34.22466,-118.37736,SB  San Fernando  FS  Penrose -SW,L.A. Valley East,East,CD-06,MOM L.A.
3069,2288,LA-2289,34.20849,-118.50141,WB  Saticoy  FS  Balboa -NW,L.A. Valley West,North,CD-06,MOM L.A.
3070,2294,LA-2295,34.20859,-118.39617,WB  Saticoy  NS  Laurel Cyn -NE,L.A. Valley East,South,CD-06,MOM L.A.
3071,2306,LA-2307,34.20846,-118.40489,EB  Saticoy  FS  Whitsett -SE,L.A. Valley East,West,CD-06,MOM L.A.
3072,2318,LA-2319,34.20505,-118.46634,SB  Sepulveda  NS  Valerio -NW,L.A. Valley West,North,CD-06,MOM L.A.
3073,2358,LA-2359,34.21366,-118.4489,SB  Van Nuys Blvd NS  Arminta -NW,L.A. Valley West,North,CD-06,MOM L.A.
3074,2361,LA-2362,34.24899,-118.44612,SB  Van Nuys Blvd FS  Canterbury-SW,L.A. Valley East,East,CD-06,Dr. Barry Leonard
3075,2369,LA-2370,34.24384,-118.45039,SB  Van Nuys Blvd NS Novice-NW,L.A. Valley West,North,CD-06,MOM L.A.
3076,2402,LA-2403,34.18677,-118.46655,WB  Victory  FS  Sepulveda -NW,L.A. Valley West,North,CD-06,MOM L.A.
3077,4824,LA-4825,34.02406,-118.2103,EB  8th St   NS  Dacotah -SW,L.A. East,East,CD-13,MOM L.A.
3078,4837,LA-4838,34.14279,-118.22453,SB  Broadway  NS  Colorado -NW,L.A. East,North,CD-13,MOM L.A.
3079,4846,LA-4847,34.05809,-118.23707,WB  Cesar Chavez  NS  Alameda -NE,L.A. East,South,CD-13,MOM L.A.
3080,5192,LA-5193,33.81565,-118.30468,SB  Sepulveda  NS  Lockness -NW,L.A. South Bay,North,CD-15,The Swedish Car Clinic
3081,5201,LA-5202,33.8582,-118.29072,SB  Vermont  FS  190th St. -SW,L.A. South Bay,East,CD-15,MOM L.A.
3082,5206,LA-5207,33.85413,-118.29043,NB  Vermont  NS  Knox -SE,L.A. South Bay,West,CD-15,MOM L.A.
3083,5208,LA-5209,33.89281,-118.29161,NB  Vermont  FS  Redondo Beach -NE,L.A. South Bay,South,CD-15,Adrinana Mittal
