OBJECTID,FID2,NUMBER,LATITUDE,LONGITUDE,SITEATS,CITY_SITE,FACING,AREA,ADVERTISER
2663,2394,LA-2395,34.18653,-118.49262,EB  Victory  NS  Hayvenhurst -SW,L.A. Valley West,East,CD-06,MOM L.A.
2664,2395,LA-2396,34.18653,-118.49262,EB  Victory  NS  Hayvenhurst -SW,L.A. Valley West,East,CD-06,MOM L.A.
2665,1635,LA-1636,34.05801,-118.42421,NB  Beverly Glen  FS  Santa Monica -NE,L.A. South,South,CD-05,David & Terri Elston
2666,1643,LA-1644,34.17155,-118.42261,EB  Burbank  FS  Fulton -SE,L.A. Valley West,West,CD-05,MOM L.A.
2667,1675,LA-1676,34.06012,-118.41374,EB  Constellation  NS  Century Park East -SW,L.A. Central,East,CD-05,MOM L.A.
2668,1709,LA-1710,34.07069,-118.45307,WB  Gayley  FS  LandFair -NW,L.A. Central,North,CD-05,MOM L.A.
2669,1723,LA-1724,34.06941,-118.43883,NB  Hilgard  NS  Westholme -SE,L.A. Central,West,CD-05,Amir Sole
2670,1759,LA-1760,34.07302,-118.37661,SB  La Cienega  FS  3rd Street -SW,L.A. Central,East,CD-05,MOM L.A.
2671,1763,LA-1764,34.07631,-118.37647,NB  La Cienega  FS  Beverly -NE,L.A. Central,South,CD-05,Apollo
2672,1779,LA-1780,34.07168,-118.37658,SB  La Cienega  NS  San Vicente -NW,L.A. Central,North,CD-05,Apollo
2673,1785,LA-1786,34.16119,-118.39677,SB  Laurel Canyon  NS  Addison -NW,L.A. Valley East,North,CD-05,Judith Leford
2674,1792,LA-1793,34.1648,-118.40856,EB  Magnolia  FS  Bellaire -SE,L.A. Valley East,West,CD-05,Michelle Hirsch
2675,1816,LA-1817,34.08352,-118.34371,WB  Melrose  NS  La Brea -NE,L.A. Central,South,CD-05,Amir Sole
2676,1817,LA-1818,34.0835,-118.34384,WB  Melrose  NS  La Brea -NE,L.A. Central,South,CD-05,MOM L.A.
2677,1823,LA-1824,34.08366,-118.37287,WB  Melrose  NS  Orlando -NE,L.A. Central,South,CD-05,Keller Williams
2678,1827,LA-1828,34.08364,-118.35754,EB  Melrose  NS  Spaulding -SW,L.A. Central,East,CD-05,MOM L.A.
2679,1847,LA-1848,34.03023,-118.40248,EB  National  NS  Barbydell Dr-SW,L.A. South,East,CD-05,MOM L.A.
2680,1890,LA-1891,34.05513,-118.39496,EB  Pico  FS  Beverly -SE,L.A. Central,West,CD-05,Sharon Fiedler
2681,1911,LA-1912,34.05538,-118.3926,WB  Pico  NS  Glenville -NE,L.A. Central,South,CD-05,Sharon Fiedler
2682,1926,LA-1927,34.03963,-118.42976,WB  Pico  FS  Midvale -NW,L.A. South,North,CD-05,David & Terri Elston
2683,1927,LA-1928,34.03795,-118.43305,EB  Pico  NS  Military -SW,L.A. South,East,CD-05,MOM L.A.
2684,1929,LA-1930,34.04972,-118.4109,EB  Pico  NS  Motor -SW,L.A. South,East,CD-05,Rory Posin
2685,1945,LA-1946,34.03674,-118.43529,EB  Pico  NS  Sepulveda -SW,L.A. South,East,CD-05,MOM L.A.
2686,1970,LA-1971,34.07338,-118.38389,SB  Robertson Blvd FS  3rd Street -SW,L.A. Central,East,CD-05,Amir Sole
2687,2012,LA-2013,34.05578,-118.42689,WB Santa Monica NS Thayer-NE,L.A. South,South,CD-05,Ron Wynn
2688,2560,LA-2561,34.24222,-118.4675,SB  Sepulveda  FS  Plummer -SW,L.A. Valley West,East,CD-07,MOM L.A.
2689,2615,LA-2616,33.96037,-118.27842,SB  Broadway  NS  Manchester -NW,L.A. South Bay,North,CD-07,FIRST HOLY MT. ZION BAPTIST CHURCH
2690,2616,LA-2617,33.9455,-118.25396,NB  Central  NS  Century -SE,L.A. South Bay,West,CD-07,Billboard Connect
2691,2628,LA-2629,34.01042,-118.33501,NB  Crenshaw NS  King-SE,L.A. South,West,CD-07,MOM L.A.
2692,2696,LA-2697,33.98065,-118.33068,WB  Hyde park  NS  Crenshaw -NE,L.A. Central,South,CD-08,MOM L.A.
2693,2702,LA-2703,34.02565,-118.30075,SB  La Brea  NS  Coliseum -NW,L.A. South,North,CD-08,White Diamond Funeral Services
2694,2713,LA-2714,34.0253,-118.30876,SB  Marlton  NS  Santa Rosali -NW,L.A. South,North,CD-08,MOM L.A.
2695,2740,LA-2741,34.02156,-118.37186,EB  Rodeo  FS  La Cienega -SE,L.A. South,West,CD-08,Ronald Jackson
2696,2758,LA-2759,34.00604,-118.33922,WB  Stocker  NS  Don Felipe -NE,L.A. South,South,CD-08,Ronald Jackson
2697,2766,LA-2767,33.97435,-118.31771,NB  Van Ness  NS  Florence -SE,L.A. Central,West,CD-08,MOM L.A.
2698,2799,LA-2800,34.03231,-118.30888,NB  Western Ave NS  Martin Luther King -SE,L.A. South,West,CD-08,MOM L.A.
2699,2831,LA-2832,33.99466,-118.24772,NB  Avalon  FS  Slauson -NE,L.A. Valley East,South,CD-08,MOM L.A.
2700,2833,LA-2834,33.99466,-118.24772,SB  Broadway  NS  47th Pl. -NW,L.A. Valley East,North,CD-08,MOM L.A.
2701,2850,LA-2851,34.03189,-118.26544,SB  Broadway  NS  Washington -NW,L.A. East,North,CD-09,MOM L.A.
2702,2885,LA-2886,34.03462,-118.27199,SB  Figueroa  NS  Washington -NW,L.A. East,North,CD-09,Calm Dental
2703,2900,LA-2901,34.02612,-118.27226,NB  Grand  NS  Adams -SE,L.A. South,West,CD-09,MOM L.A.
2704,2906,LA-2907,34.03495,-118.26479,SB  Hill  NS  Venice -NW,L.A. East,North,CD-09,MOM L.A.
2705,2915,LA-2916,34.01536,-118.26558,EB  Jefferson  NS  San Pedro -SW,L.A. Valley East,East,CD-09,MOM L.A.
2706,2935,LA-2936,34.04401,-118.2625,WB  Olympic  NS  Flower -NE,L.A. East,South,CD-09,213 LOFT Co.
2707,2949,LA-2950,34.05203,-118.2393,EB  Temple  FS  San Pedro -SE,L.A. East,West,CD-09,MOM L.A.
2708,2951,LA-2952,34.03748,-118.26972,WB  Venice  NS  Figueroa -NE,L.A. East,South,CD-09,MOM L.A.
2709,2973,LA-2974,34.00385,-118.25177,EB  Vernon  FS  Hooper -SE,L.A. Valley East,West,CD-09,Billboard Connect
2710,2982,LA-2983,34.06905,-118.3234,WB  3rd St NS  Larchmont -NE,L.A. South,South,CD-09,MOM L.A.
2711,2990,LA-2991,34.05969,-118.29126,EB  7th St FS  Vermont -SE,L.A. Central,West,CD-09,MOM L.A.
2712,3036,LA-3037,34.05238,-118.31505,NB  Arlington  NS  Olympic -SE,L.A. South,West,CD-10,MOM L.A.
2713,3044,LA-3045,34.07597,-118.37331,EB  Beverly Dr  NS  Orlando -SW,L.A. Central,East,CD-10,MOM L.A.
2714,3064,LA-3065,34.02617,-118.335,NB  Crenshaw  FS  Jefferson -NE,L.A. South,South,CD-10,Scarlet Shorter
2715,3067,LA-3068,34.05442,-118.32329,SB  Crenshaw  FS  Olympic -SW,L.A. South,East,CD-10,MOM L.A.
2716,3081,LA-3082,34.05792,-118.364,SB  Fairfax  FS  Olympic -SW,L.A. South,East,CD-10,Joseph Bitew
2717,3088,LA-3089,34.04731,-118.31433,NB  Irolo  FS  7th St. -NE,L.A. South,South,CD-10,MOM L.A.
2718,3105,LA-3106,34.05191,-118.34397,NB  La Brea  NS  Dockweiler -SE,L.A. South,West,CD-10,MOM L.A.
2719,3164,LA-3165,34.05275,-118.30399,WB  Olympic  NS  Harvard -NE,L.A. South,South,CD-10,MOM L.A.
2720,3192,LA-3193,34.05092,-118.36363,EB  Pico  NS  Genesee -SW,L.A. South,East,CD-10,MOM L.A.
2721,3219,LA-3220,34.03115,-118.38551,WB Venice FS Helms-NW,L.A. South,North,CD-10,MOM L.A.
2722,3249,LA-3250,34.04359,-118.36244,WB  Venice  NS  Ellsmere -NE,L.A. South,South,CD-10,MOM L.A.
2723,3256,LA-3257,34.04607,-118.3457,WB  Venice  FS  La Brea -NW,L.A. South,North,CD-10,MOM L.A.
2724,3263,LA-3264,34.02942,-118.38784,EB Venice  FS National Blvd-SE,L.A. South,West,CD-10,MOM L.A.
2725,3273,LA-3274,34.04362,-118.30946,WB  Venice  FS  Western -NW,L.A. South,North,CD-10,MOM L.A.
2726,3282,LA-3283,34.05722,-118.3398,SB  Vermont  NS  James Wood -NW,L.A. South,North,CD-10,MOM L.A.
2727,3288,LA-3289,34.03997,-118.31746,WB  Washington  NS  Arlington -NE,L.A. South,South,CD-10,MOM L.A.
2728,5318,LA-5319,33.96012,-118.3006,WB Manchester FS Normandie-NW,L.A. South Bay,North,CD-15,White Diamond Funeral Services
2729,2412,LA-2413,34.20875,-118.37025,NB  Vineland  FS  Saticoy -NE,L.A. Valley East,South,CD-06,MOM L.A.
2730,2416,LA-2417,34.20495,-118.37018,NB  Vineland  FS  Valerio -NE,L.A. Valley East,South,CD-06,MOM L.A.
2731,2455,LA-2456,34.25722,-118.45833,NB  Devonshire  FS  Lemona -NE,L.A. Valley West,South,CD-06,MOM L.A.
2732,2476,LA-2477,34.31837,-118.44458,SB  Foothill  NS  Tyler -NW,L.A. South,North,CD-06,MOM L.A.
2733,2503,LA-2504,34.27159,-118.44552,NB  Laurel Canyon  NS  Fox St -SE,L.A. Valley East,West,CD-07,MOM L.A.
2734,2518,LA-2519,34.265,-118.43806,NB  Paxton  FS  Laurel Cyn -NE,L.A. Valley East,South,CD-07,MOM L.A.
2735,2521,LA-2522,34.27905,-118.45867,WB  Rinaldi  NS  Indian Hill -NE,L.A. Valley West,South,CD-07,Urgent Care
2736,2535,LA-2536,34.22139,-118.455,WB  Roscoe  NS  Willis -NE,L.A. Valley West,South,CD-07,MOM L.A.
2737,2545,LA-2546,34.26,-118.41556,NB  San Fernando  NS  Terra Bella -SE,L.A. Valley East,West,CD-07,Catalina Paints
2738,2564,LA-2565,34.22167,-118.4675,NB  Sepulveda  FS  Roscoe -NE,L.A. Valley West,South,CD-07,MOM L.A.
2739,2571,LA-2572,34.22504,-118.44864,NB  Van Nuys Blvd FS  Chase -NE,L.A. Valley West,South,CD-07,MOM L.A.
2740,2660,LA-2661,34.00033,-118.33187,SB  Crenshaw  FS  Vernon -SW,L.A. Central,East,CD-08,Andre Shavers
2741,2663,LA-2664,34.01843,-118.30054,WB  Exposition  FS  Normandie -NW,L.A. South,North,CD-08,Billboard Connect
2742,2676,LA-2677,33.97462,-118.33148,WB  Florence  FS  Crenshaw -NW,L.A. Central,North,CD-08,Aesthetical Dental
2743,2685,LA-2686,33.97457,-118.31755,EB  Florence  FS  Van Ness -SE,L.A. Central,West,CD-08,MOM L.A.
2744,2717,LA-2718,34.01076,-118.2956,EB  Martin Luther King  FS  Budlong -SE,L.A. East,West,CD-08,MOM L.A.
2745,2718,LA-2719,34.01094,-118.29573,WB  Martin Luther King  NS  Budlong -NE,L.A. East,South,CD-08,Billboard Connect
2746,2768,LA-2769,34.02884,-118.29158,SB  Vermont  NS  29th St. -NW,L.A. South,North,CD-08,MOM L.A.
2747,2788,LA-2789,33.95619,-118.30893,NB  Western Ave NS  89th St. -SE,L.A. South Bay,West,CD-08,Aesthetical Dental
2748,2795,LA-2796,33.96033,-118.30914,SB  Western Ave NS  Manchester -NW,L.A. South Bay,North,CD-08,MOM L.A.
2749,2837,LA-2838,33.99466,-118.24772,NB  Broadway  FS  54th St. -NE,L.A. Valley East,South,CD-08,Billboard Connect
2750,2840,LA-2841,33.99466,-118.24772,NB  Broadway  FS  Gage -NE,L.A. Valley East,South,CD-08,Billboard Connect
2751,2868,LA-2869,34.05203,-118.25721,NB  Figueroa  NS  5th St. -SE,L.A. South,West,CD-09,Canter's Resturant
2752,2928,LA-2929,34.01092,-118.28763,EB  Martin Luther King  NS  Hoover -SW,L.A. East,East,CD-09,MOM L.A.
2753,2948,LA-2949,34.05219,-118.23948,EB  Temple  FS  Judge John Aiso-SE,L.A. East,West,CD-09,MOM L.A.
2754,2964,LA-2965,33.9889,-118.29139,NB  Vermont  NS  Slauson -SE,L.A. South Bay,West,CD-09,Billboard Connect
2755,2967,LA-2968,34.00378,-118.26472,EB  Vernon  FS  Avalon -SE,L.A. Valley East,West,CD-09,Billboard Connect
2756,2971,LA-2972,33.99466,-118.24772,EB  Vernon  FS  Figueroa -SE,L.A. Valley East,West,CD-09,Billboard Connect
2757,2976,LA-2977,34.00377,-118.29178,WB  Vernon  FS  Vermont -NW,L.A. East,North,CD-09,MOM L.A.
2758,2978,LA-2979,34.03411,-118.2718,EB  Washington  FS  Figueroa -SE,L.A. South,West,CD-09,Calm Dental
2759,2992,LA-2993,34.05986,-118.29143,WB  7th St NS  Vermont -NE,L.A. Central,South,CD-09,MOM L.A.
2760,2999,LA-3000,34.05778,-118.30063,WB  8th St   NS  Irolo -NE,L.A. Central,South,CD-09,MOM L.A.
2761,3017,LA-3018,34.03255,-118.31785,EB  Adams  NS  Arlington -SW,L.A. South,East,CD-09,MOM L.A.
2762,3040,LA-3041,34.03953,-118.31775,SB  Arlington  FS  Washington -SW,L.A. South,East,CD-10,MOM L.A.
2763,3048,LA-3049,34.01839,-118.35512,WB  Coliseum  NS  La Brea -NE,L.A. South,South,CD-10,Ronald Jackson
2764,3097,LA-3098,34.02549,-118.32493,EB  Jefferson  NS  7th Ave. -SW,L.A. South,East,CD-10,MOM L.A.
2765,3098,LA-3099,34.02548,-118.31798,EB  Jefferson  NS  Arlington -SW,L.A. South,East,CD-10,MOM L.A.
2766,3169,LA-3170,34.05706,-118.34295,EB  Olympic  NS  Mansfield -SW,L.A. South,East,CD-10,MOM L.A.
2767,3176,LA-3177,34.05255,-118.31146,EB  Olympic  NS  St. Andrews -SW,L.A. South,East,CD-10,MOM L.A.
2768,3228,LA-3229,34.02549,-118.39477,EB Venice FS Main St-SE,L.A. Central,West,CD-10,MOM L.A.
2769,3238,LA-3239,34.04346,-118.31791,EB  Venice  NS  Arlington -SW,L.A. South,East,CD-10,Pacific Divorce & Bankruptcy
2770,3247,LA-3248,34.04469,-118.328,WB  Venice  NS  Crenshaw -NE,L.A. South,South,CD-10,MOM L.A.
2771,4005,LA-4006,34.26825,-118.50213,NB  Balboa  NS  Tulsa -SE,L.A. South,West,CD-12,Christopher Hicks
2772,4009,LA-4010,34.19375,-118.50123,SB  Balboa  FS  Vanowen -SW,L.A. Valley West,East,CD-12,MOM L.A.
2773,4040,LA-4041,34.24239,-118.56242,SB  Corbin  FS  Plummer -SW,L.A. Valley West,East,CD-12,MOM L.A.
2774,4046,LA-4047,34.23582,-118.58842,NB  De Soto FS Chatsworth -NE,L.A. Valley West,South,CD-12,MOM L.A.
2775,4050,LA-4051,34.24964,-118.58871,SB  De Soto  FS  Lassen -SW,L.A. Valley West,East,CD-12,MOM L.A.
2776,5291,LA-5292,34.15703,-118.60583,SB Topanga Canyon NS  Dumetz-NW,L.A. Valley West,North,CD-15,Donna Pattenaude
2777,5311,LA-5312,34.1737,-118.53587,WB 101 Fwy N Ent  @ Reseda -Ramp,L.A. Valley West, ,CD-15,Neil Klemow
2778,5324,LA-5325,34.28561,-118.50203,NB Balboa @ 11846 Balboa-ES,L.A. South,South-West,CD-15,ReMAX:OLSON
2779,2414,LA-2415,34.21593,-118.37022,NB  Vineland  FS  Strathern -NE,L.A. Valley East,South,CD-06,MOM L.A.
2780,2415,LA-2416,34.2046,-118.37042,SB  Vineland  FS  Valerio -SW,L.A. Valley East,East,CD-06,MOM L.A.
2781,2420,LA-2421,34.21599,-118.48357,NB  Woodley  FS  Strathern -NE,L.A. Valley West,South,CD-06,"Velencia Lumber, Inc."
2782,2422,LA-2423,34.19369,-118.48379,SB  Woodley  FS  Vanowen -SW,L.A. Valley West,East,CD-06,MOM L.A.
2783,2426,LA-2427,34.23504,-118.44003,NB  Woodman NS  Nordhoff-SE,L.A. Valley East,West,CD-06,Catalina Paints
2784,2459,LA-2460,34.27738,-118.467,WB  Devonshire  NS  Sepulveda -NE,L.A. Valley West,South,CD-06,Cash Plus
2785,2460,LA-2461,34.2575,-118.46688,WB  Devonshire  NS  Sepulveda -NE,L.A. Valley West,South,CD-06,MOM L.A.
2786,2467,LA-2468,34.30694,-118.42972,EB  Foothill  FS  Hubbard -SE,L.A. South,West,CD-06,Mission City Orthodontics
2787,2471,LA-2472,34.315,-118.44028,EB  Foothill  FS  Polk -SE,L.A. South,West,CD-06,Mission City Orthodontics
2788,2472,LA-2473,34.31517,-118.44047,SB  Foothill  FS  Polk -SW,L.A. South,East,CD-06,New Star Active Wear
2789,2505,LA-2506,34.26442,-118.43829,SB  Laurel Canyon  FS  Paxton St-SW,L.A. Valley East,East,CD-07,New Star Active Wear
2790,2507,LA-2508,34.25295,-118.42604,EB  Laurel Canyon  NS  Terra Bella -SW,L.A. Valley East,East,CD-07,MOM L.A.
2791,2522,LA-2523,34.27893,-118.4593,EB  Rinaldi  NS  Indian Hill -SW,L.A. Valley West,East,CD-07,Subway
2792,2530,LA-2531,34.27889,-118.46833,EB  Rinaldi  FS  Sepulveda -SE,L.A. Valley West,West,CD-07,MOM L.A.
2793,2536,LA-2537,34.2775,-118.45167,NB  San Fer Mssn  FS  Laurel Cyn -NE,L.A. Valley East,South,CD-07,MOM L.A.
2794,2574,LA-2575,34.22472,-118.44,NB  Van Nuys Blvd FS  Chase -NE,L.A. Valley West,South,CD-07,MOM L.A.
2795,2581,LA-2582,34.25889,-118.43194,NB  Van Nuys Blvd FS  Laurel Cyn -NE,L.A. Valley East,South,CD-07,Urgent Care
2796,2592,LA-2593,34.24722,-118.44778,NB  Van Nuys Blvd NS  Woodman -SE,L.A. Valley East,West,CD-07,Catalina Paints
2797,2595,LA-2596,34.23944,-118.44333,EB  Woodman  NS  Terra Bella -SW,L.A. Valley West,East,CD-07,Dr. Barry Leonard
2798,2608,LA-2609,33.94363,-118.27804,NB  Broadway  FS  102nd St. -NE,L.A. South Bay,South,CD-07,MOM L.A.
2799,2644,LA-2645,33.96922,-118.33101,SB  Crenshaw  NS  78th St. -NW,L.A. Central,North,CD-08,Andre Shavers
2800,2665,LA-2666,33.96774,-118.28261,NB  Figueroa  NS  79th St. -SE,L.A. South Bay,West,CD-08,Billboard Connect
2801,2669,LA-2670,33.94586,-118.28277,SB  Figueroa  NS  Century -NW,L.A. South Bay,North,CD-08,Billboard Connect
2802,2687,LA-2688,33.97453,-118.29207,EB  Florence  NS  Vermont -SW,L.A. South Bay,East,CD-08,Billboard Connect
2803,2715,LA-2716,34.01095,-118.31794,WB  Martin Luther King  NS  Arlington -NE,L.A. South,South,CD-08,MOM L.A.
2804,2737,LA-2738,34.02926,-118.28384,EB  Rodeo  NS  Hauser -SW,L.A. South,East,CD-08,Ronald Jackson
2805,2774,LA-2775,34.03246,-118.29137,NB  Vermont  NS  Adams -SE,L.A. South,West,CD-08,MOM L.A.
2806,2777,LA-2778,34.02519,-118.29169,SB  Vermont  FS  Jefferson -SW,L.A. South,East,CD-08,MOM L.A.
2807,2781,LA-2782,34.00354,-118.33108,EB  Vernon  NS  Leimert -SW,L.A. South,East,CD-08,MOM L.A.
2808,2864,LA-2865,34.05388,-118.25554,NB  Figueroa  FS  4th St. -NE,L.A. South,South,CD-09,Apollo
2809,2886,LA-2887,33.99466,-118.24772,WB  Florence  NS  Broadway -NE,L.A. Valley East,South,CD-09,Billboard Connect
2810,2916,LA-2917,34.0154,-118.26499,WB  Jefferson  NS  San Pedro -NE,L.A. Valley East,South,CD-09,MOM L.A.
2811,2936,LA-2937,34.04264,-118.27211,WB  Pico  FS  Cherry -NW,L.A. East,North,CD-09,Apollo
2812,2958,LA-2959,33.99168,-118.29159,SB  Vermont  NS  56th St. -NW,L.A. East,North,CD-09,MOM L.A.
2813,2960,LA-2961,33.98793,-118.29159,SB  Vermont  NS  59th St. -NW,L.A. South Bay,North,CD-09,MOM L.A.
2814,2993,LA-2994,34.05988,-118.28895,WB  7th St NS  Westmoreland -NE,L.A. Central,South,CD-09,MOM L.A.
2815,3003,LA-3004,34.05777,-118.30635,WB  8th St   NS  Serrano -NE,L.A. Central,South,CD-09,Pro Bail Bond
2816,3008,LA-3009,34.05814,-118.30886,WB  8th St   NS  Western -NE,L.A. Central,South,CD-09,MOM L.A.
2817,3051,LA-3052,34.03228,-118.33498,SB  Crenshaw  NS  29th St-NW,L.A. South,North,CD-10,Andre Shavers
2818,3092,LA-3093,34.05789,-118.30094,SB  Irolo  NS  8th St. -NW,L.A. Central,North,CD-10,MOM L.A.
2819,3104,LA-3105,34.0521,-118.34423,SB  La Brea  NS  Dockweiler -NW,L.A. South,North,CD-10,MOM L.A.
2820,3116,LA-3117,34.04426,-118.37666,NB  La Cienega  NS  18th St. -NW,L.A. Central,North,CD-10,MOM L.A.
2821,3121,LA-3122,34.0402,-118.3768,NB  La Cienega  NS  Guthrie -SE,L.A. South,West,CD-10,MOM L.A.
2822,3142,LA-3143,34.03126,-118.39073,WB  National  NS  Robertson -NE,L.A. South,South,CD-10,Sharon Fiedler
2823,3143,LA-3144,34.03124,-118.39085,WB  National  NS  Robertson -NE,L.A. South,South,CD-10,MOM L.A.
2824,3146,LA-3147,34.02973,-118.38846,WB  National  FS  Venice -NE,L.A. South,South,CD-10,MOM L.A.
2825,3150,LA-3151,34.0483,-118.33054,SB  Normandie  FS  San Marino -SW,L.A. South,East,CD-10,MOM L.A.
2826,3177,LA-3178,34.01877,-118.35547,EB  Olympic  NS  Western -SW,L.A. South,East,CD-10,MOM L.A.
2827,2423,LA-2424,34.19422,-118.48362,NB  Woodley  FS  Vanowen -NE,L.A. Valley West,South,CD-06,MOM L.A.
2828,2466,LA-2467,34.295,-118.41694,NB  Foothill  NS  Home Depot Entrance -SE,L.A. Valley East,West,CD-06,Mission City Orthodontics
2829,2478,LA-2479,34.32111,-118.47861,EB  Foothill  FS  Yarnall -SE,L.A. South,West,CD-06,MOM L.A.
2830,2480,LA-2481,34.26413,-118.40155,EB  Glenoaks FS  Osborne-SE,L.A. Valley East,West,CD-06,MOM L.A.
2831,2509,LA-2510,34.25889,-118.43222,WB  Laurel Canyon  NS  Van Nuys -NE,L.A. Valley East,South,CD-07,MOM L.A.
2832,2511,LA-2512,34.23558,-118.46071,WB  Nordhoff Wy  NS  Noble -NE,L.A. Valley West,South,CD-07,MOM L.A.
2833,2524,LA-2525,34.2795,-118.45477,EB  Rinaldi  NS  Laurel Cyn -SW,L.A. Valley West,East,CD-07,Mission City Orthodontics
2834,2538,LA-2539,34.27194,-118.46778,WB  San Fer Mssn  FS  Sepulveda -NW,L.A. Valley West,North,CD-07,MOM L.A.
2835,2539,LA-2540,34.27194,-118.46778,WB  San Fer Mssn  FS  Sepulveda -NW,L.A. Valley West,North,CD-07,Catalina Paints
2836,2575,LA-2576,34.28056,-118.40194,SB  Van Nuys Blvd NS  Foothill -NW,L.A. South,North,CD-07,MOM L.A.
2837,2587,LA-2588,34.24389,-118.45,SB  Van Nuys Blvd NS  Novice -NW,L.A. Valley West,North,CD-07,MOM L.A.
2838,2594,LA-2595,34.23944,-118.44333,EB  Woodman  NS  Terra Bella -SW,L.A. Valley West,East,CD-07,MOM L.A.
2839,2600,LA-2601,33.99321,-118.30926,EB  54th St NS  Western -SW,L.A. South,East,CD-07,Billboard Connect
2840,2602,LA-2603,34.03197,-118.28439,WB  Adams  FS  Hoover -NW,L.A. South,North,CD-07,MOM L.A.
2841,2619,LA-2620,33.94571,-118.27783,WB  Century  NS  Broadway -NE,L.A. South Bay,South,CD-07,Billboard Connect
2842,2629,LA-2630,34.01012,-118.33528,SB  Crenshaw FS  King-SW,L.A. South,East,CD-07,MOM L.A.
2843,2634,LA-2635,33.9995,-118.33097,SB  Crenshaw  FS  48th St -SW,L.A. Central,East,CD-07,MOM L.A.
2844,2650,LA-2651,34.00552,-118.33408,SB  Crenshaw  NS  Homeland -NW,L.A. South,North,CD-08,Glenda Brass
2845,2666,LA-2667,33.95662,-118.28261,NB  Figueroa  NS  88th St. -SE,L.A. South Bay,West,CD-08,MOM L.A.
2846,2683,LA-2684,33.9747,-118.29994,WB  Florence  NS  Normandie -NE,L.A. South Bay,South,CD-08,MOM L.A.
2847,2701,LA-2702,34.02278,-118.28222,EB  Jefferson  FS  Royal -SE,L.A. South,West,CD-08,Weber Agency
2848,2724,LA-2725,34.02278,-118.28222,EB  Martin Luther King Jr FS  Marlton -SE,L.A. South,West,CD-08,MOM L.A.
2849,2730,LA-2731,34.01789,-118.30028,SB  Normandie  FS  Exposition -SW,L.A. South,East,CD-08,MOM L.A.
2850,2732,LA-2733,33.97427,-118.30012,NB  Normandie  NS  Florence -SE,L.A. South Bay,West,CD-08,Aesthetical Dental
2851,2733,LA-2734,34.0253,-118.3004,SB  Normandie  FS  Jefferson -SW,L.A. South,East,CD-08,MOM L.A.
2852,2751,LA-2752,33.98889,-118.33546,EB  Slauson  NS  West -SW,L.A. Central,East,CD-08,MOM L.A.
2853,2753,LA-2754,33.98905,-118.30925,EB  Slauson  NS  Western -SW,L.A. South,East,CD-08,Billboard Connect
2854,2773,LA-2774,33.96402,-118.2915,NB  Vermont  FS  83rd St. -NE,L.A. South Bay,South,CD-08,MOM L.A.
2855,2786,LA-2787,33.96339,-118.3091,SB  Western Ave FS  83rd St. -SW,L.A. South Bay,East,CD-08,MOM L.A.
2856,2787,LA-2788,33.96395,-118.3089,NB  Western Ave FS  83rd St. -NE,L.A. South Bay,South,CD-08,Billboard Connect
2857,2811,LA-2812,33.99466,-118.24772,WB  54th St FS  Mc Kinley -NW,L.A. Valley East,North,CD-08,MOM L.A.
2858,2838,LA-2839,33.99466,-118.24772,NB  Broadway  NS  76th St. -SE,L.A. Valley East,West,CD-08,Angel Bails Bonds
2859,2848,LA-2849,33.99466,-118.24772,NB  Broadway  NS  Slauson -SE,L.A. Valley East,West,CD-08,MOM L.A.
2860,2854,LA-2855,34.02434,-118.25076,SB  Central  FS  Washington -SW,L.A. Valley East,East,CD-09,Billboard Connect
2861,2858,LA-2859,34.03029,-118.27483,SB  Figueroa  FS  23rd St. -SW,L.A. South,East,CD-09,MOM L.A.
2862,2866,LA-2867,33.99466,-118.24772,SB  Figueroa  NS  54th St. -NW,L.A. Valley East,North,CD-09,Billboard Connect
2863,2896,LA-2897,33.99466,-118.24772,WB  Gage  FS  Avalon -NW,L.A. Valley East,North,CD-09,Billboard Connect
2864,2934,LA-2935,34.03212,-118.26761,NB  Olive  NS  Washington -SE,L.A. South,West,CD-09,MOM L.A.
2865,2938,LA-2939,34.03545,-118.25212,SB  San Pedro  NS  11th St. -NW,L.A. East,North,CD-09,Pro Bail Bond
2866,2943,LA-2944,34.02747,-118.25748,NB  San Pedro  NS  Washington -SE,L.A. Valley East,West,CD-09,MOM L.A.
2867,2946,LA-2947,34.05124,-118.23823,WB  Temple  FS  Alameda -NW,L.A. East,North,CD-09,MOM L.A.
2868,2947,LA-2948,34.06002,-118.24882,EB  Temple  NS  Figueroa -SW,L.A. East,East,CD-09,MOM L.A.
2869,2953,LA-2954,34.0375,-118.27048,EB  Venice  NS  Figueroa -SW,L.A. East,East,CD-09,MOM L.A.
2870,2956,LA-2957,34.0075,-118.29172,SB  Vermont  NS  42nd St. -NW,L.A. East,North,CD-09,MOM L.A.
2871,2961,LA-2962,33.98566,-118.29163,SB  Vermont  NS  60th St. -NW,L.A. South Bay,North,CD-09,MOM L.A.
2872,2963,LA-2964,33.98859,-118.29162,SB  Vermont  FS  Slauson -SW,L.A. South Bay,East,CD-09,Aesthetical Dental
2873,3038,LA-3039,34.04701,-118.31754,NB  Arlington  NS  Pico -SE,L.A. South,West,CD-10,MOM L.A.
2874,3045,LA-3046,33.99866,-118.42965,NB  Centinela  At 4030 Centinela -ES,L.A. South,South-West,CD-10,MOM L.A.
